Company_Name,City,Country,Location
igda San Diego Chapter,San Diego,United States,San Diego
Ironroot Games,San Diego,United States,San Diego
Jam CIty,Carlsbad,United States,San Diego
Kalloc Studios,Carlsbad,United States,San Diego
Look Mister,San Diego,United States,San Diego
Madorium,San Diego,United States,San Diego
Namazu Studios,San Diego,United States,San Diego
Nantgames,San Diego,United States,San Diego
Nimblebit,Poway,United States,San Diego
Oceanhouse Media,Encinitas,United States,San Diego
Pixelsaurus Games,San Diego,United States,San Diego
Playable Worlds,San Marcos,United States,San Diego
Playdek,Carlsbad,United States,San Diego
Pocketwatch Games,San Diego,United States,San Diego
Protagonist Games,San Diego,United States,San Diego
Punk Labs,San Diego,United States,San Diego
R16 Interactive,San Diego,United States,San Diego
RAGE Technology Group (Rockstar),Carlsbad,United States,San Diego
Redemption Games,Carlsbad,United States,San Diego
Rice Games,San Diego,United States,San Diego
Rogue Planet Games,San Diego,United States,San Diego
SD Studio (Sony),San Diego,United States,San Diego
SkyReacher,Murrieta,United States,San Diego
Soda Den,San Diego,United States,San Diego
Sony Interactive Entertainment San Diego Studio,San Diego,United States,San Diego
Tako Boy Studios,San Diego,United States,San Diego
Tako Boys Studio,San Diego,United States,San Diego
Team Trigear,San Diego,United States,San Diego
That's No Moon Entertainment,San Diego,United States,San Diego
The Behemoth,San Diego,United States,San Diego
V Publishing,Oceanside,United States,San Diego
Versus Evil,San Diego,United States,San Diego
Visionary Realms,San Diego,United States,San Diego
2k Czech,Prague,Czechia,Prague
About Fun,Prague,Czechia,Prague
Alda Games,Brno,Czechia,Prague
Amanita Design,Prague,Czechia,Prague
Anttka4,Prague,Czechia,Prague
Artax,Brno,Czechia,Prague
Ascendant Studio,Prague,Czechia,Prague
Ashborne Games (THQ Nordic),Brno,Czechia,Prague
Attu Games,Znojmo,Czechia,Prague
Beresnev Games,Prague,Czechia,Prague
Brainz Gamify,Prague,Czechia,Prague
CBE Software,Brno,Czechia,Prague
Charles Games,Prague,Czechia,Prague
Cinemax,Prague,Czechia,Prague
Czech Game Developers Association (GDACZ),Prague,Czechia,Prague
Dreadlocks,Prague,Czechia,Prague
Fineway Studios,Brno,Czechia,Prague
Fiolasoft Studios,Prague,Czechia,Prague
Fulqrum Publishing,Prague,Czechia,Prague
Gamajun Games,Brno,Czechia,Prague
Gamebaze,Brno,Czechia,Prague
GameDev Area,Brno,Czechia,Prague
Geewa,Prague,Czechia,Prague
Gregstr,Ostrava,Czechia,Prague
Hangonit,Brno,Czechia,Prague
Hexage,Mnisek pod Brdy,Czechia,Prague
Keen Software House,Prague,Czechia,Prague
Krystof Knesl,Brno,Czechia,Prague
MADFINGER Games,Brno,Czechia,Prague
Nejcraft,Pilsen,Czechia,Prague
Nepos Games,Prague,Czechia,Prague
North Beach Games,Prague,Czechia,Prague
NOXGAMES,Brno,Czechia,Prague
Paperash Studio,Prague,Czechia,Prague
PixelAnt (Sumo Digital),Brno,Czechia,Prague
polyperfect,Zlin,Czechia,Prague
Quiet Dimensions,Olomouc,Czechia,Prague
Rake In Grass,Prague,Czechia,Prague
Rendlike,Prague,Czechia,Prague
Running Pillow,Brno,Czechia,Prague
SCS Software,Prague,Czechia,Prague
SOEDESCO,Pilsen,Czechia,Prague
SZEINER,Brno,Czechia,Prague
Tinysoft,Brno,Czechia,Prague
Trickster Arts,Brno,Czechia,Prague
Unigine Europe,Prague,Czechia,Prague
Wargaming Prague,Prague,Czechia,Prague
2x2 Games,Zagreb,Croatia,Zagreb
ActaLogic,Ljubljana,Slovenia,Zagreb
Cateia Games,Zagreb,Croatia,Zagreb
Croatian Game Development Alliance (CGDA),Zagreb,Croatia,Zagreb
Croteam,Zagreb,Croatia,Zagreb
Dawn of Play,Ljubljana,Slovenia,Zagreb
Delta Reality,Zagreb,Croatia,Zagreb
Divna Interactive,Rijeka,Croatia,Zagreb
Emberheart Games,Ljubljana,Slovenia,Zagreb
Exordium Games,Zagreb,Croatia,Zagreb
Fearem,Velika Gorica,Croatia,Zagreb
Gamex Studio,Ljubljana,Slovenia,Zagreb
GD Entertainment,Zagreb,Croatia,Zagreb
GunGrounds,Zagreb,Croatia,Zagreb
Ironward,Zagreb,Croatia,Zagreb
Letibus Design,Izola,Slovenia,Zagreb
Lion Game Lion,Zagreb,Croatia,Zagreb
LionGameLion,Zagreb,Croatia,Zagreb
MOXO,Zagreb,Croatia,Zagreb
Nanobit,Zagreb,Croatia,Zagreb
Overseer Games,Zagreb,Croatia,Zagreb
Pine Studio,Samobor,Croatia,Zagreb
PISMO,Novska,Croatia,Zagreb
Red Martyr Entertainment,Pula,Croatia,Zagreb
Slovenia Games Association,Ljubljana,Slovenia,Zagreb
Summer Eternal,Zagreb,Croatia,Zagreb
Tricky Tribe,Kranj,Slovenia,Zagreb
Triternion,Ljubljana,Slovenia,Zagreb
Under the Stairs,Zagreb,Croatia,Zagreb
Yeti Ate My Breakfast,Zagreb,Croatia,Zagreb
Citeremis,Sherbrooke,Canada,Sherbrooke
GolemLabs,Sherbrooke,Canada,Sherbrooke
Beenox Studios (Activision),Quebec City,Canada,Quebec City
Berzerk Studio,Quebec City,Canada,Quebec City
Beyond Fun Studio,Quebec City,Canada,Quebec City
Bishop Games,Quebec City,Canada,Quebec City
Cathar Games,Quebec City,Canada,Quebec City
Chainsawesome Games,Quebec City,Canada,Quebec City
Cozy Bee Games,Quebec City,Canada,Quebec City
Cradle Games,Quebec City,Canada,Quebec City
DolphinBarn,Quebec City,Canada,Quebec City
Dragon Slumber,Quebec City,Canada,Quebec City
Excellent Rectangle,Quebec City,Canada,Quebec City
Gearbox Studio Quebec (Take-Two Interactive),Quebec City,Canada,Quebec City
Hatchery Games,Quebec City,Canada,Quebec City
Nesting Games (Digital Bros),Quebec City,Canada,Quebec City
Neuro Solutions Group,Quebec City,Canada,Quebec City
Nine Dots Studio,Quebec City,Canada,Quebec City
Parabole,Quebec City,Canada,Quebec City
Polymorph Games,Quebec City,Canada,Quebec City
RageCure Games,Quebec City,Canada,Quebec City
SadSquare Studio,Quebec City,Canada,Quebec City
Sarbakan,Quebec City,Canada,Quebec City
Sweet Bandits Studios,Quebec City,Canada,Quebec City
Totema Studios,Saguenay,Canada,Quebec City
Ubisoft Saguenay,Saguenay,Canada,Quebec City
WildArts Games,Quebec City,Canada,Quebec City
Yellow Brick Games,Quebec City,Canada,Quebec City
Bagel+Balloon,Halifax,Canada,Halifax
Bitten Toast Games,Halifax,Canada,Halifax
Cosmocat,Halifax,Canada,Halifax
Cuirass Entertainment,Halifax,Canada,Halifax
Digital Nova Scotia,Halifax,Canada,Halifax
Early Warning Entertainment,Hopewell,Canada,Halifax
Fring Frang,Saulnierville,Canada,Halifax
Gogii Lighthouse Studios,Halifax,Canada,Halifax
Green Robot Studios (VMP Group),Cape Breton Island,Canada,Halifax
Handelabra Games,Halifax,Canada,Halifax
HB Studios (2K),Lunenburg,Canada,Halifax
Hutch Games,Mahone Bay,Canada,Halifax
Interactive Society of Nova Scotia,Halifax,Canada,Halifax
Island of Misfits,Halifax,Canada,Halifax
Isometricorp Games,Halifax,Canada,Halifax
Max Inferno,Halifax,Canada,Halifax
Max Inferno Games,Halifax,Canada,Halifax
Puppet Academy,Halifax,Canada,Halifax
Red Diamond Interactive,Halifax,Canada,Halifax
Red Meat Games,Halifax,Canada,Halifax
Silverback Games,Halifax,Canada,Halifax
Spoony Bard Productions,Halifax,Canada,Halifax
Ubisoft Halifax,Halifax,Canada,Halifax
Vesuvius Media,Halifax,Canada,Halifax
Wreckit Games,Halifax,Canada,Halifax
Yarncat Games,Halifax,Canada,Halifax
Banyango Software,Calgary,Canada,Calgary
Calgary Game Developers Association,Calgary,Canada,Calgary
Copychaser Games,Calgary,Canada,Calgary
Creative Storm Entertainment,Calgary,Canada,Calgary
Dead Unicorn,Calgary,Canada,Calgary
Eggnog Games,Calgary,Canada,Calgary
Evil Objective Interactive,Calgary,Canada,Calgary
GabaGoo Games,Banff,Canada,Calgary
Giant Sandbox Games,Calgary,Canada,Calgary
Isto Inc,Calgary,Canada,Calgary
Kitty Lambda Games,Calgary,Canada,Calgary
Mad Capacity Studios,Calgary,Canada,Calgary
Metawe,Calgary,Canada,Calgary
Naturally Intelligent,Calgary,Canada,Calgary
Nooskewl,Canmore,Canada,Calgary
Proton Studio,Calgary,Canada,Calgary
Red Iron Labs,Calgary,Canada,Calgary
Shifty Eye Games,Calgary,Canada,Calgary
Simulacrum Interactive,Lethbridge,Canada,Calgary
Smartly Dressed Games,Calgary,Canada,Calgary
Theory Studios,Calgary,Canada,Calgary
Vivid Helix,Calgary,Canada,Calgary
Zugalu Entertainment,Calgary,Canada,Calgary
270sims,Victoria,Canada,Vancouver Island
Asarge,Courtenay,Canada,Vancouver Island
Blastworks Inc (Gaming Realms),Victoria,Canada,Vancouver Island
Cloudhead Games,Victoria,Canada,Vancouver Island
Codename Entertainment,Victoria,Canada,Vancouver Island
Fancy Skeleton Games,Victoria,Canada,Vancouver Island
Gaslamp Games,Victoria,Canada,Vancouver Island
igda Victoria Chapter,Victoria,Canada,Vancouver Island
Kano Apps,Victoria,Canada,Vancouver Island
KIXEYE (Stillfront Group),Victoria,Canada,Vancouver Island
Metalhead (Electronic Arts),Victoria,Canada,Vancouver Island
RaceRocks,Victoria,Canada,Vancouver Island
Red Nexus Games,Victoria,Canada,Vancouver Island
Spacewave Software,Victoria,Canada,Vancouver Island
Superbrothers,Victoria,Canada,Vancouver Island
Tiny Mob Games,Victoria,Canada,Vancouver Island
Atomontage,Bratislava,Slovakia,Vienna
Awfully Nice Studios,Innsbruck,Austria,Vienna
Bitmap Galaxy,Bratislava,Slovakia,Vienna
Blanksword,Vienna,Austria,Vienna
Blue Brain Games,Bratislava,Slovakia,Vienna
Bongfish,Graz,Austria,Vienna
Broken Rules,Vienna,Austria,Vienna
ByteParrot,Linz,Austria,Vienna
Clockstone Studio,Innsbruck,Austria,Vienna
ClockStone Studio,Innsbruck,Austria,Vienna
Clockwork Bird,Vienna,Austria,Vienna
Doublequote Studio,Bratislava,Slovakia,Vienna
Everflux Games,Innsbruck,Austria,Vienna
Exozet,Vienna,Austria,Vienna
Fatbot Games,Bratislava,Slovakia,Vienna
Fire Totem Games,Wernberg,Austria,Vienna
Follow the Feathers,Vienna,Austria,Vienna
GRIP Studios,Bratislava,Slovakia,Vienna
Hexdraw,Niederndorf,Austria,Vienna
Hugging Dragons,Vienna,Austria,Vienna
Impetus Games,Vienna,Austria,Vienna
Inlogic Software,Banska Bystrica,Slovakia,Vienna
Mad Cookies Studio,Bratislava,Slovakia,Vienna
Mi'pu'mi Games,Vienna,Austria,Vienna
Microbird Games,Vienna,Austria,Vienna
Moon Studios,Vienna,Austria,Vienna
Nine Rock Games (Embracer Group),Bratislava,Slovakia,Vienna
Nine Rocks Games (THQ Nordic),Bratislava,Slovakia,Vienna
Pioneers of Game Development Austria (PGDA),Vienna,Austria,Vienna
Pixel Federation,Bratislava,Slovakia,Vienna
PLAION,Hofen,Austria,Vienna
Poetic Studio,Bansk� Bystrica,Slovakia,Vienna
Poink Games,Vienna,Austria,Vienna
Powerplay Manager,Bratislava,Slovakia,Vienna
Purple Lamp (THQ Nordic),Vienna,Austria,Vienna
Rarebyte,Vienna,Austria,Vienna
Redox Interactive,Salzburg,Austria,Vienna
Reignite Games,Vienna,Austria,Vienna
Slovak Game Developers Association (SGDA),Bratislava,Slovakia,Vienna
stillalive studios,Innsbruck,Austria,Vienna
straka.studio,Nova Dubnica,Slovakia,Vienna
SUNFOX Games,Vienna,Austria,Vienna
Supertreat (Playtika),Graz,Austria,Vienna
Team Vienna,Vienna,Austria,Vienna
THQ Nordic,Vienna,Austria,Vienna
Unmade Games,Vienna,Austria,Vienna
We Make Games,Bratislava,Slovakia,Vienna
Xendex Holding,Graz,Austria,Vienna
Zeppelin Studio,Vienna,Austria,Vienna
Lightning Rock,Canberra,Australia,Canberra
Panther Games,Canberra,Australia,Canberra
Uppercut Games,Canberra,Australia,Canberra
Activision Sydney,Sydney,Australia,Sydney
Alta,Sydney,Australia,Sydney
Arludo Games,Botany,Australia,Sydney
Bandai Namco Entertainment Australia,Sydney,Australia,Sydney
Blowfish Studios,North Sydney,Australia,Sydney
Blue Manchu,Surry Hills,Australia,Sydney
Broken Arms Games,Miranda,Australia,Sydney
Bubble Gum Interactive,Sydney,Australia,Sydney
Chaos Theory,Chippendale,Australia,Sydney
Daniel Linssen,Sydney,Australia,Sydney
Epiphany Games,Sydney,Australia,Sydney
Featherweight Games,Sydney,Australia,Sydney
Flux,Sydney,Australia,Sydney
Gameplus,Sydney,Australia,Sydney
Hojo Studio,Sydney,Australia,Sydney
igda Sydney Chapter,Sydney,Australia,Sydney
Interactive Games & Entertainment Association (IGEA),Eveleigh,Australia,Sydney
Interactive Games and Entertainment Association (IGEA),Eveleigh,Australia,Sydney
Lemonade Games,Sydney,Australia,Sydney
MicroProse,Taylors Beach,Australia,Sydney
Minimega,Raleigh,Australia,Sydney
Mode Games,Sydney,Australia,Sydney
Nnooo,Sydney,Australia,Sydney
Noble Steed Games,Surry Hills,Australia,Sydney
Noisy Nit Games,Umina Beach,Australia,Sydney
QLoud Games,Sydney,Australia,Sydney
Rockstar Australia,Sydney,Australia,Sydney
Rotub Games,Sydney,Australia,Sydney
Sega Australia,Sydney,Australia,Sydney
Stick Sports,Sydney,Australia,Sydney
Subversive Games,Sydney,Australia,Sydney
Sweaty Chair,Parramatta,Australia,Sydney
Take 2 Interactive Australia,Hornsby,Australia,Sydney
Tempo Lab Games,Sydney,Australia,Sydney
Video Games Deluxe (Rockstar Australia),Pyrmont,Australia,Sydney
WeForge Studio,Sydney,Australia,Sydney
Agonalea Games,Buenos Aires,Argentina,Buenos Aires
ALLWARE,Buenos Aires,Argentina,Buenos Aires
Asociacion de Desarrolladores de Videojuegos Argentinos (ADVA),Buenos Aires,Argentina,Buenos Aires
Avix Games,La Plata,Argentina,Buenos Aires
Bedrock Fungi,Buenos Aires,Argentina,Buenos Aires
Blyts,Buenos Aires,Argentina,Buenos Aires
Cosmic Brew Studios,Buenos Aires,Argentina,Buenos Aires
Eggscape Entertainment,Buenos Aires,Argentina,Buenos Aires
Etermax,Mendoza,Argentina,Buenos Aires
Fanny Pack Studios,Buenos Aires,Argentina,Buenos Aires
Flatline Studios,Buenos Aires,Argentina,Buenos Aires
Game Ever Studio,Buenos Aires,Argentina,Buenos Aires
Ghost Creative Studio,Parana,Argentina,Buenos Aires
HopFrog,Sunchales,Argentina,Buenos Aires
igda Argentina Chapter,Buenos Aires,Argentina,Buenos Aires
Image Campus IC-Cube,Buenos Aires,Argentina,Buenos Aires
Jungle Robots,Buenos Aires,Argentina,Buenos Aires
Jupitron,Buenos Aires,Argentina,Buenos Aires
LCB Game Studio,Buenos Aires,Argentina,Buenos Aires
LemonChili Games,Buenos Aires,Argentina,Buenos Aires
Matajuegos,Buenos Aires,Argentina,Buenos Aires
Mat�as Schmied,La Plata,Argentina,Buenos Aires
Mi Primer Videojuego Profesional,Buenos Aires,Argentina,Buenos Aires
Moonsaurus Games,Buenos Aires,Argentina,Buenos Aires
OPQAM,Buenos Aires,Argentina,Buenos Aires
Papumba,Buenos Aires,Argentina,Buenos Aires
Purple Tree,Buenos Aires,Argentina,Buenos Aires
Saibot Studios,Buenos Aires,Argentina,Buenos Aires
Sandstorm Interactive,Buenos Aires,Argentina,Buenos Aires
Team G�az�,La Plata,Argentina,Buenos Aires
Trick Gaming Studios,Buenos Aires,Argentina,Buenos Aires
Whiteboard Games,Buenos Aires,Argentina,Buenos Aires
Animoca Brands,Hong Kong,China,Hong Kong
Another Indie,Hong Kong,China,Hong Kong
Arrowiz,Hong Kong,China,Hong Kong
Bandai Namco Entertainment HK,Hong Kong,China,Hong Kong
Big Bang Accelerator,Hong Kong,China,Hong Kong
Billionsoft,Hong Kong,China,Hong Kong
Capcom Asia,Hong Kong,China,Hong Kong
Conifer Games,Macau,China,Hong Kong
Cyberport,Hong Kong,China,Hong Kong
Digital Bros China,Shenzhen,China,Hong Kong
Eastasiasoft,Hong Kong,China,Hong Kong
Fight4Dream,Hong Kong,China,Hong Kong
Forgame Tech,Guangzhou,China,Hong Kong
Game Science Studio,Shenzen,China,Hong Kong
GRAVITY GAME VISION,Hong Kong,China,Hong Kong
HK Ten Tree,Hong Kong,China,Hong Kong
Indie Ark (Yaozuo Games),Shenzhen,China,Hong Kong
IndieArk,Shenzhen,China,Hong Kong
Konami Digital Entertainment,Hong Kong,China,Hong Kong
Kuro Games,Guangzhou,China,Hong Kong
Lightning Games,Shenzhen,China,Hong Kong
Morefun Studio (Tencent),Shenzen,China,Hong Kong
NEX Team,Hong Kong,China,Hong Kong
Nuverse (ByteDance),Hong Kong,China,Hong Kong
Puzzle Loft,Hong Kong,China,Hong Kong
RaStar Studio,Guangzhou,China,Hong Kong
Regal Pigeon,Hong Kong,China,Hong Kong
Sandbox VR,Hong Kong,China,Hong Kong
Surefire Games,Hong Kong,China,Hong Kong
The Hong Kong Digital Entertainment Association (HKDEA),Hong Kong,China,Hong Kong
Ujoy Games,Hong Kong,China,Hong Kong
VALOFE Hong Kong,Hong Kong,China,Hong Kong
vDesign,Shenzhen,China,Hong Kong
Vsoo Games,Guangzhou,China,Hong Kong
Yodo1,Hong Kong,China,Hong Kong
Dejima,Sapporo,Japan,Sapporo
G-Style,Sapporo,Japan,Sapporo
Access Games,Osaka,Japan,Osaka
ArticNet,Osaka,Japan,Osaka
Ateam Entertainment,Nagoya,Japan,Osaka
Birdkin Studio,Osaka,Japan,Osaka
CAVYHOUSE,Kyoto,Japan,Osaka
CharacterBank,Kyoto,Japan,Osaka
Chuhai Labs,Kyoto,Japan,Osaka
Dangen Entertainment,Osaka,Japan,Osaka
DankHearts,Osaka,Japan,Osaka
Desk Works,Osaka,Japan,Osaka
Dimps,Osaka,Japan,Osaka
DONUTS,Kyoto,Japan,Osaka
Good-Feel,Kobe,Japan,Osaka
hako life,Kyoto,Japan,Osaka
Hit-Point,Kyoto,Japan,Osaka
Indie-us Games,Osaka,Japan,Osaka
Intelligent Systems,Kyoto,Japan,Osaka
IREM Software Engineering,Osaka,Japan,Osaka
Jupiter Corporation,Kyoto,Japan,Osaka
K-TWO Corporation (Capcom),Osaka,Japan,Osaka
Kanata Lab,Okayama,Japan,Osaka
KOF Studio,Osaka,Japan,Osaka
Lightspeed Japan Studio,Osaka,Japan,Osaka
Maboroshi Artworks,Osaka,Japan,Osaka
Marmitz Games,Kyoto,Japan,Osaka
Nekologic,Kyoto,Japan,Osaka
NEURON AGE,Osaka,Japan,Osaka
Nippon Ichi Software,Gifu,Japan,Osaka
Nippon Ichi Software Co,Gifu,Japan,Osaka
Now Production,Osaka,Japan,Osaka
Platinum Games,Osaka,Japan,Osaka
Polaris-x,Kyoto,Japan,Osaka
Q-Games,Kyoto,Japan,Osaka
Robinson Technologies,Hiroshima,Japan,Osaka
Room6,Kyoto,Japan,Osaka
Ske6,Kyoto,Japan,Osaka
Skeleton Crew Studio,Kyoto,Japan,Osaka
Skipmore,Osaka,Japan,Osaka
SNK Playmore Corporation,Osaka,Japan,Osaka
Spike Chunsoft,Nagoya,Japan,Osaka
Studio Pixel,Kyoto,Japan,Osaka
Tose,Kyoto,Japan,Osaka
Vanillaware,Osaka,Japan,Osaka
Visco Corporation,Kyoto,Japan,Osaka
VODKAdemo,Kyoto,Japan,Osaka
White Owls,Osaka,Japan,Osaka
Yokaze (Room 6),Kyoto,Japan,Osaka
Yukes Co,Osaka,Japan,Osaka
Alfa System,Kumamoto,Japan,Fukuoka
gumi,Fukuoka,Japan,Fukuoka
Level 5,Fukuoka,Japan,Fukuoka
Level-5,Fukuoka,Japan,Fukuoka
Nayuta Studio,Fukuoka,Japan,Fukuoka
Silicon Valley Ventures,Shimonoseki,Japan,Fukuoka
Tricore,Fukuoka,Japan,Fukuoka
Wombo Combo Games,Fukuoka,Japan,Fukuoka
24 Bit Games (Annapurna Interactive),Johannesburg,South Africa,Johannesburg
AB4IR,Pretoria,South Africa,Johannesburg
Alkemaiz,Johannesburg,South Africa,Johannesburg
Animation SA,Johannesburg,South Africa,Johannesburg
Design Imps,Johannesburg,South Africa,Johannesburg
ITTHYNK,Ferndale,South Africa,Johannesburg
Kimard Studio,Johannesburg,South Africa,Johannesburg
Nyamakop,Johannesburg,South Africa,Johannesburg
Nyanakop,Johannesburg,South Africa,Johannesburg
Pineapple on Pizza Studio,Johannesburg,South Africa,Johannesburg
Rogue Moon Studio,Durban,South Africa,Johannesburg
Space Salad Studios,Randburg,South Africa,Johannesburg
Tshimologong Gaming Hub,Johannesburg,South Africa,Johannesburg
Two Name Games,Johannesburg,South Africa,Johannesburg
Funsoft,Casablanca,Morocco,Casablanca
Grid Paper Studio,Casablanca,Morocco,Casablanca
June Studio,Casablanca,Morocco,Casablanca
Morocco Gaming Industry (MGI),Casablanca,Morocco,Casablanca
Ouaz Games,Casablanca,Morocco,Casablanca
Rym Games,Casablanca,Morocco,Casablanca
Tacsou,Rabat,Morocco,Casablanca
1336 Studios,Apex,United States,Raleigh
Arcen Games,Raliegh,United States,Raleigh
Atavist Games,Waynesville,United States,Raleigh
Atomic Arcade (Wizards of the Coast),Raleigh,United States,Raleigh
Atomic Games,Raleigh,United States,Raleigh
Drastic Games,Raleigh,United States,Raleigh
Future Proof,Charlotte,United States,Raleigh
Health Impact Studio,Chapel Hill,United States,Raleigh
Heavy Lunch Co,Charlotte,United States,Raleigh
Heavy Lunch Studios,Charlotte,United States,Raleigh
igda North Carolina Triangle Chapter,Raleigh,United States,Raleigh
Imangi Studios,Raleigh,United States,Raleigh
Infuse Studio,Raleigh,United States,Raleigh
LearnDistrict,Raleigh,United States,Raleigh
Legendary Gameworks,Raleigh,United States,Raleigh
Limited Run Games,Cary,United States,Raleigh
Maurader Interactive,Raleigh,United States,Raleigh
Methodical Games,Raleigh,United States,Raleigh
Mighty Rabbit Studios,Cary,United States,Raleigh
Perfect Square Studios,Morrisville,United States,Raleigh
Personalized Learning Games,Durham,United States,Raleigh
Pixeljam,Asheville,United States,Raleigh
Prologue Games,Durham,United States,Raleigh
Puny Human,Morrisville,United States,Raleigh
Red Storm Entertainment (Ubisoft),Morrisville,United States,Raleigh
Saebo,Charlotte,United States,Raleigh
Shining Rock Software,Apex,United States,Raleigh
Solanimus,Fuquay Varina,United States,Raleigh
Squanch Games,Raleigh,United States,Raleigh
Stack-Up,Raleigh,United States,Raleigh
Studio Hermitage (Embracer Group),Raleigh,United States,Raleigh
Third Pie Studios,Durham,United States,Raleigh
Virtual Heroes,Raleigh,United States,Raleigh
Waya Health,Boone,United States,Raleigh
WDR Studios,Raleigh,United States,Raleigh
Wholesome Games Presents,Winston-Salem,United States,Raleigh
Wildbloom,Raleigh,United States,Raleigh
Zapper Games (Embracer Group),Durham,United States,Raleigh
alchemedium,Pittsburgh,United States,Pittsburgh
Bigger Boss Games,Pittsburgh,United States,Pittsburgh
Bit Bridge Indies,Pittsburgh,United States,Pittsburgh
BitQuest Studio,Pittsburgh,United States,Pittsburgh
Creature,Pittsburgh,United States,Pittsburgh
Dangleverse,Pittsburgh,United States,Pittsburgh
Dream Flight Adventures,Pittsburgh,United States,Pittsburgh
Electric Owl Studios,Pittsburgh,United States,Pittsburgh
Housecall VR,Media,United States,Pittsburgh
igda Pittsburgh Chapter,Pittsburgh,United States,Pittsburgh
Infinite Fall,Pittsburgh,United States,Pittsburgh
Lost Astronaut Studios,New Kensington,United States,Pittsburgh
Ludoliminal,Pittsburgh,United States,Pittsburgh
Lumis Corporation,Pittsburgh,United States,Pittsburgh
Mega Cat Studios,Pittsburgh,United States,Pittsburgh
MonRiverGames,Morgantown,United States,Pittsburgh
Retrotainment Games,Pittsburgh,United States,Pittsburgh
Schell Games,Pittsburgh,United States,Pittsburgh
Simcoach Games,Pittsburgh,United States,Pittsburgh
Spiralburst Studio,Pittsburgh,United States,Pittsburgh
Sudden Event Studios,Erie,United States,Pittsburgh
Team Crescendo,Pittsburgh,United States,Pittsburgh
The Glory Society,Pittsburgh,United States,Pittsburgh
Whitethorn Digital,Erie,United States,Pittsburgh
252 Games,Philadelphia,United States,Philadelphia
562 Interactive,Dover,United States,Philadelphia
Alawar (Playrix),Lewes,United States,Philadelphia
Astral Clocktower Studios,Mount Joy,United States,Philadelphia
BioStream Technologies,Philadelphia,United States,Philadelphia
Blub Blub,Dover,United States,Philadelphia
BrickSimple,Doylestown,United States,Philadelphia
Brinkbound Games,Dover,United States,Philadelphia
Burning Sky Games,Philadelphia,United States,Philadelphia
Cipher Prime Studios,Philadelphia,United States,Philadelphia
Cleaversoft,Philadelphia,United States,Philadelphia
Dark Tonic,Wilkes-Barre,United States,Philadelphia
Dynasty Studios,Philadelphia,United States,Philadelphia
eGames,Langhorne,United States,Philadelphia
Entrepreneurial Game Studio,Philadelphia,United States,Philadelphia
Final Form Games,Philadelphia,United States,Philadelphia
Flyclops,Philadelphia,United States,Philadelphia
Forklift Games,Dover,United States,Philadelphia
Forklift Interactive,Dover,United States,Philadelphia
Game Gurus,Wilmington,United States,Philadelphia
Gossamer Games,Philadelphia,United States,Philadelphia
Hey Good Game,Dover,United States,Philadelphia
igda Philadelphia Chapter,Philadelphia,United States,Philadelphia
Implicit Conversions,Middletown,United States,Philadelphia
Integrated Reality Labs,Philadelphia,United States,Philadelphia
Island Officials,Woodbury,United States,Philadelphia
Jitsik,Wynnewood,United States,Philadelphia
Jump Button Studios,Philadelphia,United States,Philadelphia
Kevuru Games,Dover,United States,Philadelphia
Lupio Studios,Delaware City,United States,Philadelphia
Matrioshka Games,Philadelphia,United States,Philadelphia
Mighty Picnic,Philadelphia,United States,Philadelphia
Muddy Robot Games,Newark,United States,Philadelphia
Night Kitchen Interactive,Philadelphia,United States,Philadelphia
Nyan Studio Games,Dover,United States,Philadelphia
Pharaoh Hound Games,Philadelphia,United States,Philadelphia
Philly Game Mechanics,Philadelphia,United States,Philadelphia
PHL Collective,Philadelphia,United States,Philadelphia
Prediction Error Productions,Philadelphia,United States,Philadelphia
Quadratron Games,Philadelphia,United States,Philadelphia
Retroware,Bucks County,United States,Philadelphia
Ristaccia,Philadelphia,United States,Philadelphia
Roach Games,Philadelphia,United States,Philadelphia
Rorshach Puss,Broomall,United States,Philadelphia
Screenwave Media,Philadelphia,United States,Philadelphia
Skyless Game Studios,Philadelphia,United States,Philadelphia
Solarsuit Games,Wilmington,United States,Philadelphia
Split Side Games,Philadelphia,United States,Philadelphia
Static City Games,Philadelphia,United States,Philadelphia
Studio Bando,Lewes,United States,Philadelphia
Sungrazer Studio,Philadelphia,United States,Philadelphia
Super Pickle Games,Lewes,United States,Philadelphia
Supercharge Mobile,Wilmington,United States,Philadelphia
Synersteel Studio,Philadelphia,United States,Philadelphia
Three Bees,Philadelphia,United States,Philadelphia
Vital Start Health,Philadelphia,United States,Philadelphia
Vizmoo,Wynnewood,United States,Philadelphia
VowelA,London,United States,Philadelphia
18Loop,Rutherford,United States,New York City
2Weeks,New York City,United States,New York City
Ackk Studios,Hoboken,United States,New York City
Alliance Games,New York City,United States,New York City
Almost Playable Games,Queens,United States,New York City
Amazon Game Publishing Services,New York City,United States,New York City
AMC Games,New York City,United States,New York City
Amplify Games,Brooklyn,United States,New York City
AP Thomson,Brooklyn,United States,New York City
Ape Tribe Games,New York City,United States,New York City
Arcade Therapeutics,New York City,United States,New York City
Artgig Apps,Pleasantville,United States,New York City
babycastles,New York City,United States,New York City
Backstab Industries,Rochester,United States,New York City
BluDove,New York City,United States,New York City
Bonk Interactive,Brooklyn,United States,New York City
BrainPOP,New York City,United States,New York City
by Sam Eng,New York City,United States,New York City
Chaomoon,New York City,United States,New York City
Cloud M1,New York City,United States,New York City
